date,BYR,USD,EUR,KZT,UAH
2003-01,0.016403300000000003,31.811,34.1205,0.20501000000000003,5.9432
2003-02,0.0160642,31.55,34.1403,0.207275,5.888389999999999
2003-03,0.0157445,31.3811,33.2765,0.205879,5.85272
2003-04,0.0154038,31.1003,34.1326,0.20440999999999998,5.77536
2003-05,0.0151021,30.8316,36.0051,0.204939,5.66237
2003-06,0.0147102,30.3546,35.1719,0.204494,5.63856
2003-07,0.014639099999999999,30.3469,34.4589,0.207247,5.6667000000000005
2003-08,0.0144812,30.31,33.05,0.206757,5.6316299999999995
2003-09,0.0144643,30.4998,35.026,0.20586,5.665
2003-10,0.0140334,29.915,35.3805,0.202001,5.55112
2003-11,0.0139218,29.7979,35.4476,0.20366599999999999,5.53576
2003-12,0.0135506,29.245,36.2813,0.202771,5.4462
2004-01,0.0132372,28.5514,36.3716,0.204188,5.29014
2004-02,0.0132251,28.4934,36.1439,0.204878,5.28282
2004-03,0.013241099999999999,28.4855,35.2309,0.20520600000000003,5.28763
2004-04,0.0134399,28.9671,34.523,0.209776,5.4033999999999995
2004-05,0.0134576,28.9863,34.7981,0.212405,5.4281500000000005
2004-06,0.013460900000000001,29.0243,35.3719,0.21267399999999997,5.439030000000001
2004-07,0.0134556,29.083,35.5627,0.214884,5.45351
2004-08,0.0135154,29.2178,35.9583,0.214094,5.471500000000001
2004-09,0.013480800000000001,29.2146,35.8317,0.21659199999999998,5.439220000000001
2004-10,0.013337400000000001,28.9989,36.6546,0.218835,5.38933
2004-11,0.0130864,28.5217,37.121,0.21948,5.33305
2004-12,0.0127863,27.8341,37.3979,0.214172,5.13326
2005-01,0.012944599999999999,28.1569,36.4744,0.21646100000000001,5.28312
2005-02,0.0128454,27.8312,36.6648,0.21394300000000002,5.2485
2005-03,0.0128262,27.6381,36.1451,0.211738,5.27817
2005-04,0.0128881,27.7304,36.1882,0.210752,5.43329
2005-05,0.0130513,28.0619,35.2233,0.21297999999999997,5.52258
2005-06,0.0133024,28.6193,34.6694,0.21070699999999998,5.6755
2005-07,0.0132919,28.5792,34.8037,0.210564,5.67397
2005-08,0.0132827,28.5494,34.9074,0.210689,5.66176
2005-09,0.0132242,28.432,34.5022,0.21221900000000002,5.577640000000001
2005-10,0.0132744,28.5666,34.4085,0.213718,5.56041
2005-11,0.0133574,28.7267,33.9952,0.214573,5.64786
2005-12,0.0133743,28.7799,34.1733,0.215588,5.66812
2006-01,0.01303,28.0512,34.3459,0.21143599999999999,5.46807
2006-02,0.0130983,28.1827,33.5741,0.21519300000000002,5.50443
2006-03,0.0129112,27.768,33.5021,0.217874,5.44065
2006-04,0.0127999,27.5198,33.8136,0.223505,5.41387
2006-05,0.0125897,26.9876,34.6764,0.219849,5.37195
2006-06,0.0126195,27.0491,34.0251,0.22612500000000002,5.36955
2006-07,0.0125611,26.9122,34.0332,0.22900099999999998,5.34163
2006-08,0.0124878,26.7614,34.2599,0.21482199999999999,5.301489999999999
2006-09,0.012452999999999999,26.6712,34.1525,0.210424,5.27255
2006-10,0.0125503,26.8804,33.8532,0.210214,5.30573
2006-11,0.012405,26.556,34.3555,0.207577,5.2475000000000005
2006-12,0.0122748,26.2941,34.7082,0.20549,5.207990000000001
2007-01,0.0123774,26.524,34.4016,0.21078399999999997,5.24252
2007-02,0.0122173,26.2474,34.392,0.211037,5.18467
2007-03,0.0121122,26.0109,34.6751,0.20999400000000001,5.13755
2007-04,0.0119906,25.7617,34.9844,0.213021,5.08873
2007-05,0.012042,25.8964,34.8358,0.215893,5.13879
2007-06,0.0120645,25.9356,34.79,0.211302,5.14075
2007-07,0.0118154,25.3853,35.1079,0.208096,5.04608
2007-08,0.011956300000000001,25.7105,34.8377,0.20481300000000002,5.1132599999999995
2007-09,0.0116469,25.054,35.3186,0.20630500000000002,4.97844
2007-10,0.0115784,24.9225,35.3999,0.2064,4.93632
2007-11,0.01125,24.2649,36.1498,0.20149899999999998,4.78711
2007-12,0.011454,24.7235,35.5796,0.20471,4.87038
2008-01,0.011431100000000001,24.6325,35.9832,0.204787,4.83578
2008-02,0.011387000000000001,24.4663,36.2248,0.203141,4.80136
2008-03,0.0110702,23.7773,36.7526,0.197363,4.69036
2008-04,0.010892200000000001,23.3448,37.2606,0.193856,4.671860000000001
2008-05,0.0110458,23.6007,37.0932,0.19572900000000001,4.83799
2008-06,0.011085000000000001,23.5908,36.7427,0.195401,4.93996
2008-07,0.011023,23.322,36.7695,0.194075,5.072760000000001
2008-08,0.0114914,24.2699,36.1257,0.20275600000000002,5.2526600000000006
2008-09,0.0118307,24.9864,36.8974,0.20869,4.97985
2008-10,0.0127652,26.9793,34.5767,0.225175,4.69205
2008-11,0.0128695,27.5665,34.5215,0.229148,4.41064
2008-12,0.012874100000000001,28.3359,39.6674,0.23444299999999998,3.57551
2009-01,0.0122459,32.8926,42.3986,0.270354,4.187469999999999
2009-02,0.0127432,36.076,45.4089,0.240989,4.26935
2009-03,0.011953799999999999,33.3034,45.6323,0.220151,4.16293
2009-04,0.0117881,33.7848,44.0216,0.22439399999999998,4.17096
2009-05,0.0113002,31.1998,43.4644,0.20755600000000002,4.09446
2009-06,0.011087300000000001,31.5765,43.7556,0.20987999999999998,4.11635
2009-07,0.011012000000000001,31.076,44.2771,0.206225,4.03584
2009-08,0.0112718,31.9443,45.4663,0.211797,3.79611
2009-09,0.0108776,30.0004,44.3946,0.19879000000000002,3.52324
2009-10,0.010665800000000001,29.0003,43.5353,0.192456,3.53662
2009-11,0.0105374,28.7986,43.0856,0.193513,3.53357
2009-12,0.0106053,30.5007,43.4848,0.205427,3.82742
2010-01,0.010382500000000001,29.7458,42.0576,0.20116199999999998,3.6565199999999995
2010-02,0.0103505,30.151,40.6285,0.20402599999999999,3.76958
2010-03,0.0098995,29.4707,39.8238,0.20049499999999998,3.70934
2010-04,0.0098467,29.2743,38.7445,0.199893,3.69485
2010-05,0.010366400000000001,31.0576,39.0115,0.21142,3.9196800000000005
2010-06,0.0102684,30.9694,38.0242,0.210454,3.9149700000000003
2010-07,0.0101584,30.3839,39.1253,0.206048,3.84801
2010-08,0.0102048,30.6041,38.9131,0.207908,3.87885
2010-09,0.0102523,31.0031,41.538,0.210219,3.9059
2010-10,0.0101557,30.4977,42.5351,0.206694,3.8369100000000005
2010-11,0.0103284,31.2642,42.4036,0.21222000000000002,3.9326
2010-12,0.0101737,30.5922,40.1706,0.20787,3.83722
2011-01,0.009947300000000001,30.0109,40.5807,0.20426,3.77909
2011-02,0.0096973,29.2859,39.6795,0.200321,3.6821399999999995
2011-03,0.00936093,28.27,40.0642,0.193736,3.55262
2011-04,0.009175570000000001,27.9396,40.7443,0.192282,3.5067
2011-05,0.00898029,28.3418,39.8117,0.19514399999999998,3.54805
2011-06,0.0056577500000000005,28.0568,40.0791,0.19215,3.51149
2011-07,0.00557012,27.7169,39.9484,0.189816,3.4654800000000003
2011-08,0.00574954,28.9547,41.66,0.19778500000000002,3.61821
2011-09,0.00582094,32.1083,43.3655,0.217389,4.01354
2011-10,0.0036101500000000003,31.3361,43.1373,0.21171600000000002,3.91579
2011-11,0.0035795099999999997,31.2133,42.0256,0.21186699999999997,3.90728
2011-12,0.0037255699999999997,31.2575,40.8848,0.210914,3.89283
2012-01,0.0037614,31.3325,40.4064,0.211114,3.9007199999999997
2012-02,0.00363039,29.7692,39.4114,0.201266,3.71674
2012-03,0.0036754800000000005,29.4038,38.8189,0.19897700000000001,3.66357
2012-04,0.003686,29.488,38.8386,0.19950600000000002,3.6697200000000003
2012-05,0.00385507,31.3803,39.7651,0.212345,3.8789000000000002
2012-06,0.0040482,33.5191,42.0464,0.22462900000000002,4.14917
2012-07,0.0039101399999999994,32.376,39.162,0.2162,4.01438
2012-08,0.0037989199999999995,31.683,39.7527,0.212702,3.9105200000000004
2012-09,0.00368837,31.1667,40.4918,0.207619,3.8326000000000002
2012-10,0.0036608400000000003,31.1171,40.5798,0.206559,3.8129
2012-11,0.00364123,31.1325,40.136,0.207529,3.8187699999999998
2012-12,0.00359291,30.7194,40.5619,0.20442799999999997,3.79486
2013-01,0.0034826300000000004,30.2292,40.22,0.200333,3.71937
2013-02,0.0035301900000000003,30.3596,40.1111,0.202074,3.7365699999999995
2013-03,0.00359471,30.9325,39.906,0.204905,3.8017899999999996
2013-04,0.00366008,31.6414,41.3142,0.20941400000000002,3.88596
2013-05,0.0036194499999999998,31.4711,40.4026,0.208694,3.86386
2013-06,0.00373995,32.7433,43.3489,0.21597100000000002,4.00971
2013-07,0.00363858,32.3106,42.6209,0.210884,3.9705800000000004
2013-08,0.0036995199999999995,33.0552,44.1022,0.21712599999999999,4.0656799999999995
2013-09,0.00352603,31.9106,43.2038,0.208566,3.90344
2013-10,0.0034505200000000003,31.7448,43.7126,0.20640999999999998,3.88164
2013-11,0.00352685,32.9055,44.3533,0.215308,4.00408
2013-12,0.0034648400000000003,32.9506,45.0863,0.214403,4.0037199999999995
2014-01,0.00353962,34.0334,46.105,0.21954200000000001,4.06175
2014-02,0.0036522799999999995,35.6828,48.9497,0.193413,3.9869100000000004
2014-03,0.00369004,36.4022,50.1804,0.199688,3.51203
2014-04,0.0035734,35.6625,49.282,0.195932,3.07435
2014-05,0.00340585,34.3139,46.835,0.187636,2.87026
2014-06,0.0033673600000000002,34.2797,46.6478,0.186821,2.871
2014-07,0.00338291,34.8101,46.8718,0.18966999999999998,2.9815899999999997
2014-08,0.00344523,36.0027,47.8548,0.197774,2.72232
2014-09,0.0036582,38.6672,49.6912,0.21260300000000001,2.91828
2014-10,0.00387449,41.4958,52.4424,0.22932200000000003,3.19198
2014-11,0.00420501,45.7926,57.4377,0.252767,3.01267
2014-12,0.00499256,54.5687,66.7539,0.299639,3.43061
2015-01,0.0039011099999999997,63.393,71.9067,0.34405,4.00778
2015-02,0.004142519999999999,61.7235,70.0315,0.33333399999999996,2.26925
2015-03,0.00403018,59.4452,64.1473,0.319572,2.55678
2015-04,0.00355257,51.6011,55.1255,0.277619,2.28323
2015-05,0.00348183,49.7901,55.5508,0.26797699999999997,2.39952
2015-06,0.00352688,54.2081,61.0546,0.29131599999999996,2.51546
2015-07,0.00376734,57.3578,62.933,0.306628,2.59479
2015-08,0.00406453,68.1216,76.6709,0.284018,3.07186
2015-09,0.0037534,66.041,73.5367,0.246422,3.0645499999999997
2015-10,0.00358694,61.9286,68.7903,0.222805,2.7402
2015-11,0.00364977,65.5973,69.7037,0.213554,2.73322
2015-12,0.00386158,70.9333,77.5443,0.21483899999999997,3.09078
2016-01,0.00379606,80.5714,87.2266,0.20995799999999998,3.24885
2016-02,0.00357095,77.1326,85.8563,0.218197,2.8604700000000003
2016-03,0.00335937,67.6409,75.6902,0.195777,2.58171
2016-04,0.00337134,66.2198,74.6959,0.197712,2.61068
2016-05,0.0034042900000000004,67.0475,75.2675,0.19918500000000003,2.6717500000000003
2016-06,0.0032485500000000002,64.3212,72.9016,0.19123300000000001,2.58318
2016-07,,64.627,71.2513,0.189065,2.60461
2016-08,,64.7684,73.4733,0.190518,2.559
2016-09,,63.8642,71.5854,0.18919899999999998,2.4582100000000002
2016-10,,62.4499,68.0267,0.188414,2.4351700000000003
2016-11,,64.0087,68.054,0.191131,2.50034
2016-12,,60.8528,63.5425,0.18418199999999998,2.32484
2017-01,,59.5034,63.9424,0.179695,2.17483
2017-02,,57.4762,60.4535,0.18367999999999998,2.12954
2017-03,,57.5228,62.0959,0.182248,2.13443
2017-04,,56.2307,60.3187,0.17965399999999998,2.10366
2017-05,,56.5552,63.6189,0.18124600000000002,2.1503900000000002
2017-06,,59.6564,66.678,0.182947,2.29188
2017-07,,58.9325,68.6623,0.18124400000000002,2.2753900000000002
2017-08,,59.1312,69.5619,0.177337,2.31547
2017-09,,57.6527,69.0737,0.169345,2.1962900000000003
2017-10,,57.4706,67.5567,0.170977,2.16462
2017-11,,58.4622,69.1783,0.177139,2.1761500000000003
2017-12,,58.3152,69.1268,0.17538900000000002,2.08678
2018-01,,56.4115,69.0702,0.17465399999999998,1.9517900000000001
2018-02,,56.7608,69.6341,0.17748799999999998,2.09527
2018-03,,57.1072,70.4303,0.177987,2.17324
2018-04,,61.7655,75.7924,0.18877300000000002,2.3644600000000002
2018-05,,61.5945,72.1826,0.188613,2.36153
2018-06,,63.2396,73.7247,0.18574200000000002,2.41051
2018-07,,63.1957,74.1286,0.18286100000000002,2.39016
2018-08,,68.5259,79.2502,0.18917799999999999,2.4592099999999997
2018-09,,66.2497,78.0753,0.18739999999999998,2.36184
2018-10,,65.3101,74.8584,0.18035,2.31966
2018-11,,65.6664,74.9385,0.179647,2.3620799999999997
2018-12,,68.0085,77.9717,0.183371,2.4775099999999997
2019-01,,66.3318,75.3861,0.17516600000000002,2.39376
2019-02,,65.5149,74.3332,0.17385799999999998,2.4251300000000002
2019-03,,63.7705,72.59,0.168536,2.3638000000000003
2019-04,,63.7906,71.7453,0.168924,2.39095
2019-05,,64.4913,71.8369,0.17060099999999997,2.45065
2019-06,,63.1295,71.349,0.166736,2.40461
2019-07,,63.129,70.635,0.164144,2.4628699999999997
2019-08,,65.6046,72.6243,0.169738,2.6174299999999997
2019-09,,63.9453,70.2759,0.165479,2.62917
2019-10,,63.7997,70.9644,0.163936,2.56095
2019-11,,63.7101,70.5207,0.165127,2.63374
2019-12,,62.2499,68.9978,0.162734,2.67471
